time; F_set; F_input; F_error; F_output +; F_output -; T_set; T_input; T_error; T_output +; T_output -; S_set; S_input; S_error; S_output +; S_output -; F_kp+; F_kp-; F_ki+; F_ki-; F_kd+; F_kd-; T_kp+; T_kp-; T_ki+; T_ki-; T_kd+; T_kd-; S_kp+; S_kp-; S_ki+; S_ki-; S_kd+; S_kd-
26.76; 0.11879; 0.12063; -0.00184; 0; 0.0626; 0.00786; -0.0027; 0.01057; 0.03296; 0; -0.00462; 0.00777; -0.01238; 0; 0.03324; -0.0025; 0.00262; 0; 0.05999; 0; 0; 0.02297; -0.02296; 0.00998; 0; 0; 0; -0.02692; 0.02692; 0; 0.00632; 0; 0; 
26.8; 0.11855; 0.12063; -0.00208; 0; 0.06295; 0.00793; -0.00271; 0.01064; 0.03325; 0; -0.0048; 0.00777; -0.01257; 0; 0.0338; -0.00282; 0.00295; 0; 0.06; 0; 0; 0.02313; -0.02312; 0.01012; 0; 0; 0; -0.02732; 0.02732; 0; 0.00649; 0; 0; 
26.84; 0.11831; 0.12063; -0.00232; 0; 0.06331; 0.008; -0.00271; 0.01071; 0.03354; 0; -0.00498; 0.00777; -0.01275; 0; 0.03437; -0.00315; 0.00329; 0; 0.06001; 0; 0; 0.02328; -0.02327; 0.01026; 0; 0; 0; -0.02772; 0.02772; 0; 0.00665; 0; 0; 
26.9; 0.11795; 0.12062; -0.00267; 0; 0.06384; 0.0081; -0.00271; 0.01081; 0.03399; 0; -0.00525; 0.00777; -0.01303; 0; 0.03523; -0.00364; 0.0038; 0; 0.06003; 0; 0; 0.02351; -0.0235; 0.01048; 0; 0; 0; -0.02832; 0.02832; 0; 0.00691; 0; 0; 
26.94; 0.11771; 0.12062; -0.00291; 0; 0.06419; 0.00817; -0.00272; 0.01088; 0.03429; 0; -0.00544; 0.00778; -0.01322; 0; 0.03582; -0.00396; 0.00414; 0; 0.06005; 0; 0; 0.02367; -0.02366; 0.01062; 0; 0; 0; -0.02873; 0.02873; 0; 0.00708; 0; 0; 
26.98; 0.11747; 0.12062; -0.00315; 0; 0.06455; 0.00824; -0.00272; 0.01096; 0.03458; 0; -0.00563; 0.00778; -0.01341; 0; 0.0364; -0.00428; 0.00448; 0; 0.06007; 0; 0; 0.02382; -0.02381; 0.01076; 0; 0; 0; -0.02915; 0.02914; 0; 0.00726; 0; 0; 
27.02; 0.11723; 0.12062; -0.00339; 0; 0.06491; 0.0083; -0.00272; 0.01103; 0.03489; 0; -0.00582; 0.00778; -0.0136; 0; 0.037; -0.00461; 0.00482; 0; 0.06009; 0; 0; 0.02398; -0.02397; 0.01091; 0; 0; 0; -0.02956; 0.02956; 0; 0.00744; 0; 0; 
27.08; 0.11686; 0.12061; -0.00375; 0; 0.06545; 0.00841; -0.00273; 0.01114; 0.03534; 0; -0.00611; 0.00778; -0.01389; 0; 0.03791; -0.0051; 0.00533; 0; 0.06012; 0; 0; 0.02422; -0.02421; 0.01113; 0; 0; 0; -0.0302; 0.0302; 0; 0.00771; 0; 0; 
27.12; 0.11662; 0.12061; -0.00399; 0; 0.06581; 0.00848; -0.00273; 0.01121; 0.03565; 0; -0.0063; 0.00778; -0.01409; 0; 0.03852; -0.00542; 0.00567; 0; 0.06014; 0; 0; 0.02438; -0.02437; 0.01127; 0; 0; 0; -0.03063; 0.03063; 0; 0.0079; 0; 0; 
27.16; 0.11638; 0.12061; -0.00422; 0; 0.06618; 0.00855; -0.00273; 0.01129; 0.03596; 0; -0.0065; 0.00779; -0.01429; 0; 0.03914; -0.00574; 0.00601; 0; 0.06017; 0; 0; 0.02454; -0.02453; 0.01142; 0; 0; 0; -0.03106; 0.03106; 0; 0.00808; 0; 0; 
27.2; 0.11602; 0.1206; -0.00458; 0; 0.06671; 0.00866; -0.00274; 0.0114; 0.03636; 0; -0.0068; 0.00779; -0.01459; 0; 0.03999; -0.00623; 0.00652; 0; 0.06019; 0; 0; 0.02479; -0.02478; 0.01157; 0; 0; 0; -0.03171; 0.03171; 0; 0.00827; 0; 0; 
27.26; 0.11578; 0.1206; -0.00482; 0; 0.06709; 0.00873; -0.00274; 0.01148; 0.03675; 0; -0.007; 0.00779; -0.01479; 0; 0.04072; -0.00656; 0.00686; 0; 0.06023; 0; 0; 0.02495; -0.02494; 0.0118; 0; 0; 0; -0.03216; 0.03215; 0; 0.00857; 0; 0; 
27.3; 0.11554; 0.1206; -0.00506; 0; 0.06746; 0.00881; -0.00274; 0.01155; 0.03707; 0; -0.0072; 0.00779; -0.01499; 0; 0.04136; -0.00688; 0.0072; 0; 0.06026; 0; 0; 0.02512; -0.02511; 0.01195; 0; 0; 0; -0.0326; 0.0326; 0; 0.00876; 0; 0; 
27.34; 0.1153; 0.1206; -0.0053; 0; 0.06783; 0.00888; -0.00275; 0.01163; 0.03739; 0; -0.00741; 0.00779; -0.0152; 0; 0.04201; -0.00721; 0.00754; 0; 0.06029; 0; 0; 0.02529; -0.02528; 0.0121; 0; 0; 0; -0.03304; 0.03304; 0; 0.00896; 0; 0; 
27.38; 0.11494; 0.12059; -0.00566; 0; 0.06837; 0.00899; -0.00275; 0.01175; 0.0378; 0; -0.00771; 0.0078; -0.01551; 0; 0.04288; -0.00769; 0.00805; 0; 0.06032; 0; 0; 0.02554; -0.02553; 0.01226; 0; 0; 0; -0.03372; 0.03372; 0; 0.00917; 0; 0; 
27.44; 0.11469; 0.12059; -0.0059; 0; 0.06876; 0.00907; -0.00275; 0.01182; 0.0382; 0; -0.00792; 0.0078; -0.01572; 0; 0.04364; -0.00802; 0.00839; 0; 0.06037; 0; 0; 0.02571; -0.0257; 0.01249; 0; 0; 0; -0.03417; 0.03417; 0; 0.00947; 0; 0; 
27.48; 0.11445; 0.12059; -0.00613; 0; 0.06913; 0.00915; -0.00276; 0.0119; 0.03853; 0; -0.00813; 0.0078; -0.01593; 0; 0.04431; -0.00834; 0.00873; 0; 0.06041; 0; 0; 0.02588; -0.02587; 0.01264; 0; 0; 0; -0.03463; 0.03462; 0; 0.00968; 0; 0; 
27.52; 0.11421; 0.12058; -0.00637; 0; 0.06951; 0.00922; -0.00276; 0.01198; 0.03886; 0; -0.00834; 0.0078; -0.01614; 0; 0.04498; -0.00867; 0.00907; 0; 0.06044; 0; 0; 0.02605; -0.02604; 0.0128; 0; 0; 0; -0.03509; 0.03508; 0; 0.0099; 0; 0; 
27.56; 0.11385; 0.12058; -0.00673; 0; 0.07006; 0.00934; -0.00276; 0.0121; 0.03927; 0; -0.00865; 0.0078; -0.01646; 0; 0.04589; -0.00915; 0.00958; 0; 0.06048; 0; 0; 0.02631; -0.0263; 0.01296; 0; 0; 0; -0.03578; 0.03577; 0; 0.01011; 0; 0; 
27.62; 0.11361; 0.12058; -0.00697; 0; 0.07045; 0.00941; -0.00277; 0.01218; 0.03968; 0; -0.00887; 0.0078; -0.01667; 0; 0.04668; -0.00948; 0.00992; 0; 0.06054; 0; 0; 0.02648; -0.02647; 0.0132; 0; 0; 0; -0.03624; 0.03624; 0; 0.01044; 0; 0; 
27.66; 0.11337; 0.12058; -0.00721; 0; 0.07083; 0.00949; -0.00277; 0.01226; 0.04002; 0; -0.00908; 0.0078; -0.01688; 0; 0.04736; -0.0098; 0.01026; 0; 0.06058; 0; 0; 0.02665; -0.02664; 0.01336; 0; 0; 0; -0.0367; 0.0367; 0; 0.01066; 0; 0; 
27.7; 0.11313; 0.12057; -0.00745; 0; 0.07122; 0.00956; -0.00277; 0.01234; 0.04035; 0; -0.00929; 0.00781; -0.0171; 0; 0.04806; -0.01013; 0.0106; 0; 0.06062; 0; 0; 0.02683; -0.02682; 0.01352; 0; 0; 0; -0.03717; 0.03717; 0; 0.01089; 0; 0; 
27.76; 0.11277; 0.12057; -0.0078; 0; 0.07179; 0.00968; -0.00278; 0.01246; 0.04086; 0; -0.00962; 0.00781; -0.01742; 0; 0.0491; -0.01061; 0.0111; 0; 0.06069; 0; 0; 0.02709; -0.02708; 0.01377; 0; 0; 0; -0.03788; 0.03788; 0; 0.01123; 0; 0; 
27.8; 0.11253; 0.12057; -0.00804; 0; 0.07218; 0.00976; -0.00278; 0.01254; 0.0412; 0; -0.00983; 0.00781; -0.01764; 0; 0.04981; -0.01094; 0.01144; 0; 0.06073; 0; 0; 0.02726; -0.02725; 0.01393; 0; 0; 0; -0.03835; 0.03835; 0; 0.01146; 0; 0; 
27.84; 0.11228; 0.12057; -0.00828; 0; 0.07256; 0.00984; -0.00278; 0.01262; 0.04154; 0; -0.01005; 0.00781; -0.01786; 0; 0.05052; -0.01126; 0.01178; 0; 0.06078; 0; 0; 0.02744; -0.02743; 0.0141; 0; 0; 0; -0.03883; 0.03883; 0; 0.01169; 0; 0; 
27.88; 0.11204; 0.12056; -0.00852; 0; 0.07295; 0.00992; -0.00279; 0.0127; 0.04188; 0; -0.01027; 0.00781; -0.01808; 0; 0.05123; -0.01159; 0.01212; 0; 0.06083; 0; 0; 0.02762; -0.02761; 0.01427; 0; 0; 0; -0.0393; 0.0393; 0; 0.01193; 0; 0; 
27.94; 0.11168; 0.12056; -0.00888; 0; 0.07353; 0.01003; -0.00279; 0.01282; 0.0424; 0; -0.0106; 0.00781; -0.01841; 0; 0.05231; -0.01207; 0.01263; 0; 0.0609; 0; 0; 0.02788; -0.02787; 0.01452; 0; 0; 0; -0.04002; 0.04002; 0; 0.01229; 0; 0; 
27.98; 0.11144; 0.11847; -0.00703; 0; 0.07094; 0.01011; -0.00279; 0.0129; 0.04275; 0; -0.01091; 0.00602; -0.01693; 0; 0.04934; -0.00955; 0.01; 0; 0.06094; 0; 0; 0.02806; -0.02805; 0.01469; 0; 0; 0; -0.0368; 0.0368; 0; 0.01252; 2E-05; 2E-05; 
28.02; 0.11121; 0.11638; -0.00517; 0; 0.06833; 0.01019; -0.0028; 0.01299; 0.04309; 0; -0.01133; 0.00423; -0.01555; 0; 0.04655; -0.00703; 0.00736; 0; 0.06097; 0; 0; 0.02824; -0.02822; 0.01486; 0; 0; 0; -0.03381; 0.03381; 0; 0.01272; 2E-05; 2E-05; 
28.06; 0.11087; 0.11318; -0.00231; 0; 0.06428; 0.01041; -0.00323; 0.01364; 0.0447; 0; -0.01181; -0.00015; -0.01166; 0; 0.03826; -0.00314; 0.00329; 0; 0.06098; 1E-05; 1E-05; 0.02966; -0.02965; 0.01504; 0; 0; 0; -0.02534; 0.02534; 0; 0.01287; 5E-05; 5E-05; 
28.12; 0.11064; 0.11211; -0.00147; 0; 0.06308; 0.01061; -0.00338; 0.01399; 0.04574; 0; -0.01199; -0.00161; -0.01038; 0; 0.03565; -0.00199; 0.00209; 0; 0.06099; 0; 0; 0.03042; -0.03041; 0.01531; 0; 0; 0; -0.02257; 0.02257; 0; 0.01308; 1E-05; 1E-05; 
28.16; 0.11042; 0.11211; -0.00169; 0; 0.06341; 0.01081; -0.00338; 0.01419; 0.04635; 0; -0.01214; -0.00162; -0.01053; 0; 0.0361; -0.00229; 0.0024; 0; 0.061; 0; 0; 0.03086; -0.03084; 0.0155; 0; 0; 0; -0.02289; 0.02289; 0; 0.01321; 0; 0; 
28.2; 0.1102; 0.1121; -0.00191; 0; 0.06373; 0.01101; -0.00337; 0.01438; 0.04696; 0; -0.01227; -0.00162; -0.01064; 0; 0.0365; -0.0026; 0.00272; 0; 0.06101; 0; 0; 0.03127; -0.03126; 0.01569; 0; 0; 0; -0.02314; 0.02314; 0; 0.01335; 0; 0; 
28.24; 0.10986; 0.1121; -0.00224; 0; 0.06422; 0.01127; -0.00337; 0.01465; 0.04773; 0; -0.0124; -0.00163; -0.01077; 0; 0.03691; -0.00305; 0.00319; 0; 0.06103; 0; 0; 0.03185; -0.03184; 0.01588; 0; 0; 0; -0.02342; 0.02342; 0; 0.0135; 0; 0; 
28.3; 0.10964; 0.1121; -0.00246; 0; 0.06455; 0.01144; -0.00337; 0.01482; 0.04839; 0; -0.01246; -0.00163; -0.01083; 0; 0.03724; -0.00335; 0.00351; 0; 0.06105; 0; 0; 0.03222; -0.03221; 0.01617; 0; 0; 0; -0.02353; 0.02353; 0; 0.01371; 0; 0; 
28.34; 0.10941; 0.1121; -0.00269; 0; 0.06488; 0.0116; -0.00338; 0.01498; 0.04894; 0; -0.01249; -0.00164; -0.01086; 0; 0.03746; -0.00365; 0.00382; 0; 0.06106; 0; 0; 0.03257; -0.03256; 0.01637; 0; 0; 0; -0.02361; 0.02361; 0; 0.01385; 0; 0; 
28.38; 0.10919; 0.11209; -0.00291; 0; 0.06522; 0.01176; -0.00338; 0.01513; 0.04948; 0; -0.01251; -0.00164; -0.01087; 0; 0.03763; -0.00395; 0.00414; 0; 0.06108; 0; 0; 0.03291; -0.03289; 0.01657; 0; 0; 0; -0.02364; 0.02364; 0; 0.01399; 0; 0; 
28.42; 0.10885; 0.11209; -0.00324; 0; 0.06571; 0.01198; -0.00338; 0.01535; 0.05015; 0; -0.0125; -0.00164; -0.01086; 0; 0.03775; -0.00441; 0.00461; 0; 0.0611; 0; 0; 0.03339; -0.03337; 0.01677; 0; 0; 0; -0.02361; 0.02361; 0; 0.01414; 0; 0; 
28.48; 0.10863; 0.11209; -0.00346; 0; 0.06605; 0.01211; -0.00338; 0.01549; 0.05076; 0; -0.01248; -0.00164; -0.01084; 0; 0.03791; -0.00471; 0.00493; 0; 0.06113; 0; 0; 0.03369; -0.03367; 0.01707; 0; 0; 0; -0.02356; 0.02356; 0; 0.01435; 0; 0; 
28.52; 0.1084; 0.11111; -0.0027; 0; 0.06499; 0.01228; -0.00254; 0.01482; 0.04949; 0; -0.01244; -0.00164; -0.0108; 0; 0.03797; -0.00368; 0.00385; 0; 0.06114; 0; 0; 0.03223; -0.03221; 0.01727; 0; -1E-05; -1E-05; -0.02348; 0.02348; 0; 0.01449; 0; 0; 
28.56; 0.10818; 0.10915; -0.00096; 0; 0.06252; 0.01257; -0.00086; 0.01343; 0.04664; 0; -0.0124; -0.00164; -0.01076; 0; 0.03802; -0.00131; 0.00137; 0; 0.06115; 0; 0; 0.02921; -0.0292; 0.01744; 0; -2E-05; -2E-05; -0.02339; 0.02338; 0; 0.01463; 0; 0; 
28.6; 0.10786; 0.10619; 0.00167; 0.00229; 0.05876; 0.01322; 0.00169; 0.01154; 0.04265; 0; -0.01232; -0.00164; -0.01068; 0; 0.03799; 0.00227; -0.00238; 1E-05; 0.06114; 0; 1E-05; 0.02508; -0.02507; 0.0176; 0; -3E-05; -3E-05; -0.02321; 0.02321; 0; 0.01477; 0; 0; 
28.66; 0.10765; 0.10421; 0.00344; 0.00472; 0.05622; 0.01377; 0.00339; 0.01038; 0.04035; 0; -0.01226; -0.00164; -0.01062; 0; 0.03806; 0.00468; -0.0049; 4E-05; 0.06111; 0; 0; 0.02256; -0.02255; 0.0178; 0; -1E-05; -1E-05; -0.02308; 0.02308; 0; 0.01498; 0; 0; 
28.7; 0.10744; 0.10421; 0.00323; 0.00445; 0.05649; 0.01428; 0.00341; 0.01087; 0.04158; 0; -0.01219; -0.00164; -0.01055; 0; 0.03806; 0.0044; -0.0046; 5E-05; 0.06109; 0; 0; 0.02364; -0.02363; 0.01794; 0; 0; 0; -0.02294; 0.02294; 0; 0.01512; 0; 0; 
28.74; 0.10724; 0.10421; 0.00303; 0.00419; 0.05676; 0.01472; 0.00342; 0.0113; 0.04266; 0; -0.01211; -0.00164; -0.01048; 0; 0.03803; 0.00412; -0.00431; 7E-05; 0.06107; 0; 0; 0.02457; -0.02456; 0.01809; 0; 0; 0; -0.02278; 0.02278; 0; 0.01526; 0; 0; 
28.8; 0.10692; 0.1042; 0.00272; 0.00379; 0.05718; 0.01525; 0.00344; 0.0118; 0.04399; 0; -0.01199; -0.00163; -0.01036; 0; 0.03797; 0.0037; -0.00387; 9E-05; 0.06105; 0; 0; 0.02567; -0.02566; 0.01832; 0; 0; 0; -0.02251; 0.02251; 0; 0.01546; 0; 0; 
28.84; 0.10672; 0.1042; 0.00251; 0.00352; 0.05746; 0.01551; 0.00345; 0.01206; 0.0447; 0; -0.0119; -0.00163; -0.01027; 0; 0.03792; 0.00342; -0.00358; 0.0001; 0.06104; 0; 0; 0.02622; -0.02621; 0.01848; 0; 0; 0; -0.02232; 0.02232; 0; 0.0156; 0; 0; 
28.88; 0.10651; 0.1042; 0.00231; 0.00325; 0.05774; 0.01571; 0.00346; 0.01225; 0.04529; 0; -0.01181; -0.00163; -0.01018; 0; 0.03785; 0.00314; -0.00329; 0.00011; 0.06102; 0; 0; 0.02665; -0.02663; 0.01864; 0; 0; 0; -0.02213; 0.02213; 0; 0.01573; 0; 0; 
28.92; 0.1063; 0.1042; 0.0021; 0.00298; 0.05802; 0.01591; 0.00347; 0.01244; 0.04586; 0; -0.0117; -0.00163; -0.01008; 0; 0.03776; 0.00286; -0.00299; 0.00012; 0.06101; 0; 0; 0.02706; -0.02704; 0.01881; 0; 0; 0; -0.0219; 0.0219; 0; 0.01586; 0; 0; 
28.98; 0.10599; 0.10419; 0.00179; 0.00258; 0.05844; 0.01598; 0.00347; 0.01251; 0.04625; 0; -0.01157; -0.00162; -0.00995; 0; 0.03768; 0.00244; -0.00255; 0.00014; 0.061; 0; 0; 0.0272; -0.02719; 0.01905; 0; 0; 0; -0.02162; 0.02162; 0; 0.01606; 0; 0; 
29.02; 0.10578; 0.10419; 0.00159; 0.00231; 0.05873; 0.016; 0.00347; 0.01253; 0.04646; 0; -0.01148; -0.00162; -0.00985; 0; 0.03761; 0.00216; -0.00226; 0.00015; 0.06099; 0; 0; 0.02725; -0.02723; 0.01922; 0; 0; 0; -0.02142; 0.02142; 0; 0.01619; 0; 0; 
29.06; 0.10557; 0.10419; 0.00138; 0.00203; 0.05901; 0.01599; 0.00347; 0.01251; 0.04659; 0; -0.01138; -0.00162; -0.00976; 0; 0.03753; 0.00188; -0.00197; 0.00015; 0.06098; 0; 0; 0.02721; -0.0272; 0.01938; 0; 0; 0; -0.02122; 0.02122; 0; 0.01631; 0; 0; 
29.1; 0.10526; 0.10418; 0.00107; 0.00162; 0.05945; 0.0159; 0.00347; 0.01243; 0.04656; 0; -0.01124; -0.00162; -0.00962; 0; 0.03735; 0.00146; -0.00153; 0.00016; 0.06097; 0; 0; 0.02702; -0.02701; 0.01954; 0; 0; 0; -0.02091; 0.02091; 0; 0.01644; 0; 0; 
29.16; 0.10505; 0.10418; 0.00087; 0.00134; 0.05973; 0.0158; 0.00347; 0.01233; 0.0466; 0; -0.01114; -0.00162; -0.00953; 0; 0.03734; 0.00118; -0.00123; 0.00017; 0.06097; 0; 0; 0.02681; -0.0268; 0.01979; 0; 0; 0; -0.02071; 0.02071; 0; 0.01663; 0; 0; 
29.2; 0.10484; 0.10418; 0.00066; 0.00107; 0.06002; 0.01567; 0.00347; 0.01221; 0.04649; 0; -0.01105; -0.00161; -0.00943; 0; 0.03726; 0.0009; -0.00094; 0.00017; 0.06096; 0; 0; 0.02655; -0.02653; 0.01995; 0; 0; 0; -0.02051; 0.0205; 0; 0.01675; 0; 0; 
29.24; 0.10463; 0.10418; 0.00045; 0.00079; 0.06031; 0.01553; 0.00346; 0.01206; 0.04634; 0; -0.01095; -0.00161; -0.00934; 0; 0.03718; 0.00062; -0.00065; 0.00017; 0.06096; 0; 0; 0.02623; -0.02622; 0.02011; 0; 0; 0; -0.0203; 0.0203; 0; 0.01687; 0; 0; 
29.28; 0.10432; 0.10417; 0.00014; 0.00037; 0.06075; 0.01527; 0.00346; 0.01181; 0.04595; 0; -0.01081; -0.00161; -0.0092; 0; 0.03699; 0.0002; -0.00021; 0.00017; 0.06096; 0; 0; 0.02569; -0.02568; 0.02026; 0; 0; 0; -0.01999; 0.01999; 0; 0.017; 0; 0; 
29.34; 0.10411; 0.10411; 0; 0.00017; 0.06096; 0.01508; 0.00345; 0.01163; 0.04577; 0; -0.01071; -0.00161; -0.0091; 0; 0.03696; 0; 0; 0.00017; 0.06096; 0; 0; 0.02528; -0.02527; 0.02049; 0; 0; 0; -0.01979; 0.01979; 0; 0.01717; 0; 0; 
29.38; 0.1039; 0.10417; -0.00027; 0; 0.06134; 0.01487; 0.00344; 0.01143; 0.04549; 0; -0.01061; -0.00161; -0.00901; 0; 0.03688; -0.00036; 0.00038; 0; 0.06096; 0; 0; 0.02485; -0.02484; 0.02064; 0; 0; 0; -0.01959; 0.01958; 0; 0.01729; 0; 0; 
29.42; 0.10369; 0.10417; -0.00047; 0; 0.06164; 0.01465; 0.00344; 0.01122; 0.04518; 0; -0.01052; -0.0016; -0.00891; 0; 0.03679; -0.00064; 0.00067; 0; 0.06096; 0; 0; 0.02439; -0.02438; 0.02079; 0; 0; 0; -0.01938; 0.01938; 0; 0.01741; 0; 0; 
29.46; 0.10338; 0.10416; -0.00078; 0; 0.06208; 0.01431; 0.00343; 0.01088; 0.04459; 0; -0.01037; -0.0016; -0.00877; 0; 0.0366; -0.00107; 0.00112; 0; 0.06097; 0; 0; 0.02366; -0.02365; 0.02093; 0; 0; 0; -0.01907; 0.01907; 0; 0.01753; 0; 0; 
29.52; 0.10317; 0.10416; -0.00099; 0; 0.06239; 0.01407; 0.00342; 0.01065; 0.0443; 0; -0.01028; -0.0016; -0.00868; 0; 0.03656; -0.00135; 0.00141; 0; 0.06098; 0; 0; 0.02316; -0.02315; 0.02114; 0; 0; 0; -0.01887; 0.01887; 0; 0.0177; 0; 0; 
29.56; 0.10296; 0.10416; -0.0012; 0; 0.06269; 0.01383; 0.00341; 0.01042; 0.04393; 0; -0.01018; -0.0016; -0.00859; 0; 0.03647; -0.00163; 0.0017; 0; 0.06098; 0; 0; 0.02265; -0.02264; 0.02128; 0; 0; 0; -0.01867; 0.01866; 0; 0.01781; 0; 0; 
29.6; 0.10275; 0.10416; -0.0014; 0; 0.06299; 0.01358; 0.00341; 0.01018; 0.04354; 0; -0.01009; -0.0016; -0.00849; 0; 0.03638; -0.00191; 0.002; 0; 0.06099; 0; 0; 0.02213; -0.02212; 0.02141; 0; 0; 0; -0.01846; 0.01846; 0; 0.01792; 0; 0; 
29.66; 0.10244; 0.10415; -0.00171; 0; 0.06344; 0.01321; 0.0034; 0.00982; 0.04295; 0; -0.00994; -0.00159; -0.00835; 0; 0.03624; -0.00233; 0.00244; 0; 0.06101; 0; 0; 0.02135; -0.02134; 0.0216; 0; 0; 0; -0.01816; 0.01816; 0; 0.01808; 0; 0; 
29.7; 0.10223; 0.10415; -0.00192; 0; 0.06375; 0.01297; 0.00339; 0.00958; 0.04256; 0; -0.00985; -0.00159; -0.00826; 0; 0.03614; -0.00261; 0.00273; 0; 0.06102; 0; 0; 0.02083; -0.02082; 0.02173; 0; 0; 0; -0.01795; 0.01795; 0; 0.01819; 0; 0; 
29.74; 0.10203; 0.10415; -0.00212; 0; 0.06405; 0.01272; 0.00338; 0.00934; 0.04216; 0; -0.00975; -0.00159; -0.00817; 0; 0.03605; -0.00289; 0.00302; 0; 0.06103; 0; 0; 0.02031; -0.0203; 0.02185; 0; 0; 0; -0.01775; 0.01775; 0; 0.0183; 0; 0; 
29.78; 0.10182; 0.10415; -0.00233; 0; 0.06436; 0.01244; 0.00337; 0.00907; 0.04169; 0; -0.00965; -0.00159; -0.00806; 0; 0.03594; -0.00317; 0.00332; 0; 0.06104; 0; 0; 0.01972; -0.01971; 0.02197; 0; 0; 0; -0.01753; 0.01753; 0; 0.01841; 0; 0; 
29.84; 0.1015; 0.10414; -0.00264; 0; 0.06482; 0.01211; 0.00336; 0.00875; 0.04116; 0; -0.00953; -0.00158; -0.00794; 0; 0.03583; -0.00359; 0.00376; 0; 0.06106; 0; 0; 0.01902; -0.01901; 0.02214; 0; 0; 0; -0.01727; 0.01727; 0; 0.01856; 0; 0; 
29.88; 0.1013; 0.10414; -0.00285; 0; 0.06513; 0.01186; 0.00336; 0.00851; 0.04076; 0; -0.00944; -0.00158; -0.00786; 0; 0.03575; -0.00387; 0.00405; 0; 0.06108; 0; 0; 0.0185; -0.01849; 0.02225; 0; 0; 0; -0.01709; 0.01708; 0; 0.01867; 0; 0; 
29.92; 0.10109; 0.10414; -0.00305; 0; 0.06544; 0.01162; 0.00335; 0.00827; 0.04035; 0; -0.00936; -0.00158; -0.00778; 0; 0.03567; -0.00415; 0.00434; 0; 0.0611; 0; 0; 0.01799; -0.01798; 0.02236; 0; 0; 0; -0.01691; 0.0169; 0; 0.01877; 0; 0; 
29.96; 0.10078; 0.10414; -0.00336; 0; 0.0659; 0.01126; 0.00334; 0.00792; 0.03969; 0; -0.00923; -0.00158; -0.00765; 0; 0.03551; -0.00457; 0.00478; 0; 0.06112; 0; 0; 0.01722; -0.01721; 0.02247; 0; 0; 0; -0.01664; 0.01664; 0; 0.01887; 0; 0; 
30.02; 0.10057; 0.10414; -0.00357; 0; 0.06622; 0.01102; 0.00333; 0.00769; 0.03934; 0; -0.00915; -0.00158; -0.00757; 0; 0.03548; -0.00485; 0.00508; 0; 0.06115; 0; 0; 0.01672; -0.01671; 0.02262; 0; 0; 0; -0.01646; 0.01646; 0; 0.01902; 0; 0; 
30.06; 0.10036; 0.10413; -0.00377; 0; 0.06654; 0.01078; 0.00332; 0.00746; 0.03894; 0; -0.00907; -0.00158; -0.00749; 0; 0.03541; -0.00513; 0.00537; 0; 0.06117; 0; 0; 0.01622; -0.01622; 0.02272; 0; 0; 0; -0.01629; 0.01629; 0; 0.01911; 0; 0; 
30.1; 0.10015; 0.10413; -0.00398; 0; 0.06685; 0.01055; 0.00332; 0.00724; 0.03855; 0; -0.00899; -0.00157; -0.00742; 0; 0.03533; -0.00541; 0.00566; 0; 0.06119; 0; 0; 0.01574; -0.01573; 0.02281; 0; 0; 0; -0.01612; 0.01612; 0; 0.01921; 0; 0; 
30.14; 0.09984; 0.10413; -0.00429; 0; 0.06732; 0.01022; 0.00331; 0.00691; 0.03793; 0; -0.00887; -0.00157; -0.0073; 0; 0.03518; -0.00583; 0.0061; 0; 0.06121; 0; 0; 0.01503; -0.01502; 0.0229; 0; 0; 0; -0.01587; 0.01587; 0; 0.01931; 0; 0; 
30.2; 0.09963; 0.10413; -0.0045; 0; 0.06765; 0.01; 0.0033; 0.0067; 0.0376; 0; -0.0088; -0.00157; -0.00723; 0; 0.03516; -0.00611; 0.0064; 0; 0.06125; 0; 0; 0.01456; -0.01456; 0.02303; 0; 0; 0; -0.01572; 0.01571; 0; 0.01945; 0; 0; 
30.24; 0.09942; 0.10412; -0.0047; 0; 0.06797; 0.00978; 0.00329; 0.00649; 0.03723; 0; -0.00873; -0.00157; -0.00716; 0; 0.0351; -0.0064; 0.00669; 0; 0.06128; 0; 0; 0.01411; -0.0141; 0.02312; 0; 0; 0; -0.01556; 0.01556; 0; 0.01954; 0; 0; 
30.28; 0.09921; 0.10412; -0.00491; 0; 0.06829; 0.00957; 0.00329; 0.00629; 0.03687; 0; -0.00865; -0.00157; -0.00708; 0; 0.03504; -0.00668; 0.00699; 0; 0.06131; 0; 0; 0.01367; -0.01366; 0.0232; 0; 0; 0; -0.0154; 0.0154; 0; 0.01964; 0; 0; 
30.32; 0.0989; 0.10412; -0.00522; 0; 0.06876; 0.00927; 0.00328; 0.00599; 0.0363; 0; -0.00854; -0.00157; -0.00698; 0; 0.0349; -0.0071; 0.00743; 0; 0.06134; 0; 0; 0.01302; -0.01302; 0.02328; 0; 0; 0; -0.01517; 0.01517; 0; 0.01973; 0; 0; 
30.38; 0.09869; 0.10412; -0.00542; 0; 0.0691; 0.00907; 0.00327; 0.0058; 0.036; 0; -0.00847; -0.00157; -0.00691; 0; 0.03488; -0.00738; 0.00772; 0; 0.06138; 0; 0; 0.01261; -0.0126; 0.02339; 0; 0; 0; -0.01502; 0.01502; 0; 0.01986; 0; 0; 
